,Area,Area,NuclearDensity,NuclearDensity,Aspect Ratio,Aspect Ratio,Circularity,Circularity
,mean,var,mean,var,mean,var,mean,var
Big Labels,,,,,,,,
0,646.6679757572646,177813.46718073057,8.67150319210679,11.326405811110615,0.8206812048625377,0.01950865786229355,0.9106645550484517,0.006656233765317793
1,498.29690499806003,62885.907138256545,18.6507703595011,10.626847790838875,0.8134338745006138,0.018462728371974935,0.9063928631459748,0.006148007436039615
2,341.90766445395724,35431.032795708066,39.22647702407002,208.86979107997533,0.8050557146070749,0.019582258979716702,0.8987514770435785,0.005899757985674462
